Obra;Bloco;Unidade;Empresa;SituacaoUnidade;DataVenda;ValorVenda;DataLiberacaoChaves;FormaPagamento;FaseIncorporacao;DataCessao;DataDesembolso;DataEntregaInicial;DataHabiteSe;StatusDistrato;DataChaves;IndicePreChaves;IndicePosChaves;DebitoAutomatico;SaldoDevedor;DiasAtraso;ValorAtraso;TotalAtraso;CRM_ProcessamentoPendente;CRM_Operacao;CRM_PosicaoFinanceiraId;CreatedOn;ModifiedOn;DataPrevisaoEntrega;ValorPago;ValorPagoAtualizado;TipoPagamento;DataQuitacao;ValorQuitacao;LR_TipoContrato;LR_Saldo;LR_DataVencimento;LR_Codigo;LR_DataRenegociacao;PCVF_SaldoDevedor;PCVF_TotalAtraso;PCVU_SaldoDevedor;PCVU_TotalAtraso;PCVP_SaldoDevedor;PCVP_TotalAtraso;DEC_SaldoDevedor;DEC_TotalAtraso;MOD_SaldoDevedor;MOD_TotalAtraso;LIG_SaldoDevedor;LIG_TotalAtraso;TCS_SaldoDevedor;TCS_TotalAtraso;LOT_SaldoDevedor;LOT_TotalAtraso;CRM_ProcessamentoPendenteRepasse;ValorTotalReceberObras;ValorParcelaChaves;ValorTotalPosObra;DataUltimaPrestacaoPaga;DataUltimaAlteracao
174;2;508;708;Q ;2009-09-01 00:00:00.000;136254.53;NULL;3;0;NULL;2009-09-30 00:00:00.000;2010-05-01 00:00:00.000;2010-11-30 00:00:00.000;NULL;2010-11-01 00:00:00.000;INCC1     ;IGPM1     ;NULL;0.00;0;0.00;0.00;1;U;9BCF49B3-C86E-E411-B2D5-001DD8300006;2014-11-24 18:00:13.457;2016-07-30 03:19:27.870;2010-12-31 00:00:00.000;-149121.75;-227075.46;PCV;2011-01-10 00:00:00.000;65580.85;NULL;0.00;NULL;;NULL;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;NULL;NULL;NULL;NULL;NULL
174;2;601;708;Q ;2009-09-01 00:00:00.000;140287.22;NULL;3;0;NULL;2009-09-30 00:00:00.000;2010-05-01 00:00:00.000;2010-11-30 00:00:00.000;NULL;2010-11-01 00:00:00.000;INCC1     ;IGPM1     ;NULL;0.00;0;0.00;0.00;1;U;A0CF49B3-C86E-E411-B2D5-001DD8300006;2014-11-24 18:00:13.490;2016-07-30 03:19:27.880;2010-12-31 00:00:00.000;-175325.60;-252445.53;PCV;2011-07-04 00:00:00.000;82322.68;NULL;0.00;NULL;;NULL;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;NULL;NULL;NULL;NULL;NULL
174;2;602;708;Q ;2009-09-01 00:00:00.000;152300.48;NULL;3;0;NULL;2009-09-30 00:00:00.000;2010-05-01 00:00:00.000;2010-11-30 00:00:00.000;NULL;2010-11-01 00:00:00.000;INCC1     ;IGPM1     ;NULL;0.00;0;0.00;0.00;1;U;A4CF49B3-C86E-E411-B2D5-001DD8300006;2014-11-24 18:00:13.520;2016-07-30 03:19:27.887;2010-12-31 00:00:00.000;-177530.52;-257614.59;PCV;2011-04-14 00:00:00.000;107099.65;NULL;0.00;NULL;;NULL;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;NULL;NULL;NULL;NULL;NULL
174;2;603;708;Q ;2009-09-01 00:00:00.000;156812.29;NULL;3;0;NULL;2009-09-30 00:00:00.000;2010-05-01 00:00:00.000;2010-11-30 00:00:00.000;NULL;2010-11-01 00:00:00.000;INCC1     ;IGPM1     ;NULL;0.00;0;0.00;0.00;1;U;A6CF49B3-C86E-E411-B2D5-001DD8300006;2014-11-24 18:00:13.557;2016-07-30 03:19:27.893;2010-12-31 00:00:00.000;-167407.64;-254430.48;PCV;2011-04-01 00:00:00.000;30267.84;NULL;0.00;NULL;;NULL;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;NULL;NULL;NULL;NULL;NULL
174;2;604;708;Q ;2009-09-01 00:00:00.000;158565.29;NULL;3;0;NULL;2009-09-30 00:00:00.000;2010-05-01 00:00:00.000;2010-11-30 00:00:00.000;NULL;2010-11-01 00:00:00.000;INCC1     ;IGPM1     ;NULL;0.00;0;0.00;0.00;1;U;A1CF49B3-C86E-E411-B2D5-001DD8300006;2014-11-24 18:00:13.590;2016-07-30 03:19:27.900;2010-12-31 00:00:00.000;-184484.33;-266341.56;PCV;2011-05-20 00:00:00.000;149750.43;NULL;0.00;NULL;;NULL;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;NULL;NULL;NULL;NULL;NULL
174;2;605;708;Q ;2009-09-01 00:00:00.000;143939.27;NULL;3;0;NULL;2009-09-30 00:00:00.000;2010-05-01 00:00:00.000;2010-11-30 00:00:00.000;NULL;2010-11-01 00:00:00.000;INCC2     ;IGPM2     ;NULL;0.00;0;0.00;0.00;1;U;A2CF49B3-C86E-E411-B2D5-001DD8300006;2014-11-24 18:00:13.623;2016-07-30 03:19:27.910;2010-12-31 00:00:00.000;-187533.48;-269391.64;PCV;2011-07-01 00:00:00.000;91634.72;NULL;0.00;NULL;;NULL;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;NULL;NULL;NULL;NULL;NULL
174;2;606;708;Q ;2009-09-01 00:00:00.000;175366.11;NULL;3;0;NULL;2009-09-30 00:00:00.000;2010-05-01 00:00:00.000;2010-11-30 00:00:00.000;NULL;2010-11-01 00:00:00.000;INCC1     ;IGPM1     ;NULL;0.00;0;0.00;0.00;1;U;A7CF49B3-C86E-E411-B2D5-001DD8300006;2014-11-24 18:00:13.657;2016-07-30 03:19:27.917;2010-12-31 00:00:00.000;-183087.01;-261839.49;PCV;2011-07-01 00:00:00.000;139174.02;NULL;0.00;NULL;;NULL;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;NULL;NULL;NULL;NULL;NULL
174;2;607;708;Q ;2009-09-01 00:00:00.000;108962.04;NULL;3;0;NULL;2009-09-30 00:00:00.000;2010-05-01 00:00:00.000;2010-11-30 00:00:00.000;NULL;2010-11-01 00:00:00.000;INCC1     ;IGPM1     ;NULL;0.00;0;0.00;0.00;1;U;A5CF49B3-C86E-E411-B2D5-001DD8300006;2014-11-24 18:00:13.690;2016-07-30 03:19:27.923;2010-12-31 00:00:00.000;-108962.04;-171803.61;PCV;2009-09-30 00:00:00.000;108962.04;NULL;0.00;NULL;;NULL;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;NULL;NULL;NULL;NULL;NULL
174;2;608;708;Q ;2012-04-01 00:00:00.000;200404.18;2012-07-11 00:00:00.000;2;0;NULL;2012-04-17 00:00:00.000;2010-05-01 00:00:00.000;2010-11-30 00:00:00.000;1;2012-04-01 00:00:00.000;IGPM1     ;IGPM1     ;NULL;0.00;0;0.00;0.00;1;U;A3CF49B3-C86E-E411-B2D5-001DD8300006;2014-11-24 18:00:13.723;2016-07-30 03:19:27.930;2010-12-31 00:00:00.000;-207082.48;-272170.35;REP;2013-05-16 00:00:00.000;120328.80;REP;0.00;2013-03-01 00:00:00.000;1E+12;2012-11-30 00:00:00.000;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;NULL;NULL;NULL;NULL;NULL
174;2;701;708;Q ;2012-06-01 00:00:00.000;222271.58;2012-11-29 00:00:00.000;2;0;NULL;2012-06-27 00:00:00.000;2010-05-01 00:00:00.000;2010-11-30 00:00:00.000;1;2012-06-01 00:00:00.000;IGPM1     ;IGPM1     ;NULL;0.00;0;0.00;0.00;1;U;A8CF49B3-C86E-E411-B2D5-001DD8300006;2014-11-24 18:00:13.757;2016-07-30 03:19:27.940;2010-12-31 00:00:00.000;-233525.11;-305756.83;REP;2013-01-11 00:00:00.000;138000.00;REP;0.00;2013-04-01 00:00:00.000;1E+12;2012-11-30 00:00:00.000;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;NULL;NULL;NULL;NULL;NULL
174;2;702;708;Q ;2012-08-01 00:00:00.000;215507.76;2013-07-23 00:00:00.000;2;0;NULL;2012-08-31 00:00:00.000;2010-05-01 00:00:00.000;2010-11-30 00:00:00.000;1;2012-08-01 00:00:00.000;IGPM1     ;IGPM1     ;NULL;0.00;0;0.00;0.00;1;U;397544B9-C86E-E411-B2D5-001DD8300006;2014-11-24 18:00:13.790;2016-07-30 03:19:27.947;2010-12-31 00:00:00.000;-238896.49;-299413.25;REP;2013-10-18 00:00:00.000;173961.27;REP;0.00;2013-11-01 00:00:00.000;1E+12;2013-07-25 00:00:00.000;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;NULL;NULL;NULL;NULL;NULL
174;2;703;708;Q ;2009-09-01 00:00:00.000;161930.92;NULL;3;0;NULL;2009-09-30 00:00:00.000;2010-05-01 00:00:00.000;2010-11-30 00:00:00.000;NULL;2010-11-01 00:00:00.000;INCC1     ;IGPM1     ;NULL;0.00;0;0.00;0.00;1;U;3B7544B9-C86E-E411-B2D5-001DD8300006;2014-11-24 18:00:13.827;2016-07-30 03:19:27.953;2010-12-31 00:00:00.000;-186306.33;-267006.34;PCV;2011-09-01 00:00:00.000;110000.00;NULL;0.00;NULL;;NULL;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;NULL;NULL;NULL;NULL;NULL
174;2;704;708;Q ;2009-09-01 00:00:00.000;158563.98;NULL;3;0;NULL;2009-09-30 00:00:00.000;2010-05-01 00:00:00.000;2010-11-30 00:00:00.000;NULL;2010-11-01 00:00:00.000;INCC1     ;IGPM1     ;NULL;0.00;0;0.00;0.00;1;U;A9CF49B3-C86E-E411-B2D5-001DD8300006;2014-11-24 18:00:13.860;2016-07-30 03:19:27.960;2010-12-31 00:00:00.000;-178048.84;-262385.87;PCV;2011-01-19 00:00:00.000;144186.78;NULL;0.00;NULL;;NULL;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;NULL;NULL;NULL;NULL;NULL
174;2;705;708;Q ;2009-09-01 00:00:00.000;161752.53;NULL;3;0;NULL;2009-09-30 00:00:00.000;2010-05-01 00:00:00.000;2010-11-30 00:00:00.000;NULL;2010-11-01 00:00:00.000;INCC2     ;IGPM2     ;NULL;0.00;0;0.00;0.00;1;U;AACF49B3-C86E-E411-B2D5-001DD8300006;2014-11-24 18:00:13.890;2016-07-30 03:19:27.970;2010-12-31 00:00:00.000;-188116.19;-269493.95;PCV;2011-07-11 00:00:00.000;154627.75;NULL;0.00;NULL;;NULL;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;NULL;NULL;NULL;NULL;NULL
174;2;706;708;Q ;2009-09-01 00:00:00.000;149368.89;NULL;3;0;NULL;2009-09-30 00:00:00.000;2010-05-01 00:00:00.000;2010-11-30 00:00:00.000;NULL;2010-11-01 00:00:00.000;INCC1     ;IGPM1     ;NULL;0.00;0;0.00;0.00;1;U;3C7544B9-C86E-E411-B2D5-001DD8300006;2014-11-24 18:00:13.927;2016-07-30 03:19:27.977;2010-12-31 00:00:00.000;-167070.57;-251969.31;PCV;2011-04-01 00:00:00.000;72018.77;NULL;0.00;NULL;;NULL;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;NULL;NULL;NULL;NULL;NULL
174;2;707;708;Q ;2009-09-01 00:00:00.000;151291.36;NULL;3;0;NULL;2009-09-30 00:00:00.000;2010-05-01 00:00:00.000;2010-11-30 00:00:00.000;NULL;2010-11-01 00:00:00.000;INCC1     ;IGPM1     ;NULL;0.00;0;0.00;0.00;1;U;3A7544B9-C86E-E411-B2D5-001DD8300006;2014-11-24 18:00:13.960;2016-07-30 03:19:27.983;2010-12-31 00:00:00.000;-166850.16;-246379.46;PCV;2011-01-06 00:00:00.000;130826.07;NULL;0.00;NULL;;NULL;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;NULL;NULL;NULL;NULL;NULL
174;2;708;708;Q ;2012-07-01 00:00:00.000;212696.20;2012-10-05 00:00:00.000;2;0;NULL;2012-07-13 00:00:00.000;2010-05-01 00:00:00.000;2010-11-30 00:00:00.000;1;2012-07-01 00:00:00.000;IGPM1     ;IGPM1     ;NULL;0.00;0;0.00;0.00;1;U;387544B9-C86E-E411-B2D5-001DD8300006;2014-11-24 18:00:13.993;2016-07-30 03:19:27.990;2010-12-31 00:00:00.000;-217314.53;-281800.93;REP;2012-11-28 00:00:00.000;184860.00;REP;0.00;2013-02-01 00:00:00.000;1E+12;2012-10-10 00:00:00.000;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;NULL;NULL;NULL;NULL;NULL
174;2;801;708;Q ;2012-06-01 00:00:00.000;218141.25;2012-09-06 00:00:00.000;3;0;NULL;2012-06-29 00:00:00.000;2010-05-01 00:00:00.000;2010-11-30 00:00:00.000;1;2012-06-01 00:00:00.000;IGPM1     ;IGPM1     ;NULL;0.00;0;0.00;0.00;1;U;3D7544B9-C86E-E411-B2D5-001DD8300006;2014-11-24 18:00:14.027;2016-07-30 03:19:28.000;2010-12-31 00:00:00.000;-224101.75;-298066.03;PCV;2012-08-31 00:00:00.000;135048.38;NULL;0.00;NULL;;NULL;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;NULL;NULL;NULL;NULL;NULL
174;2;802;708;Q ;2009-09-01 00:00:00.000;154379.91;NULL;3;0;NULL;2009-09-30 00:00:00.000;2010-05-01 00:00:00.000;2010-11-30 00:00:00.000;NULL;2010-11-01 00:00:00.000;INCC1     ;IGPM1     ;NULL;0.00;0;0.00;0.00;1;U;417544B9-C86E-E411-B2D5-001DD8300006;2014-11-24 18:00:14.067;2016-07-30 03:19:28.007;2010-12-31 00:00:00.000;-181145.68;-263393.35;PCV;2011-07-12 00:00:00.000;98651.44;NULL;0.00;NULL;;NULL;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;NULL;NULL;NULL;NULL;NULL
174;2;803;708;Q ;2009-09-01 00:00:00.000;159057.70;NULL;3;0;NULL;2009-09-30 00:00:00.000;2010-05-01 00:00:00.000;2010-11-30 00:00:00.000;NULL;2010-11-01 00:00:00.000;INCC1     ;IGPM1     ;NULL;0.00;0;0.00;0.00;1;U;437544B9-C86E-E411-B2D5-001DD8300006;2014-11-24 18:00:14.100;2016-07-30 03:19:28.013;2010-12-31 00:00:00.000;-192113.36;-277165.19;PCV;2011-05-26 00:00:00.000;158081.05;NULL;0.00;NULL;;NULL;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;NULL;NULL;NULL;NULL;NULL
174;2;804;708;Q ;2011-04-01 00:00:00.000;218232.51;NULL;3;0;NULL;2011-04-27 00:00:00.000;2010-05-01 00:00:00.000;2010-11-30 00:00:00.000;1;2011-04-01 00:00:00.000;IGPM2     ;IGPM2     ;NULL;0.00;0;0.00;0.00;1;U;3E7544B9-C86E-E411-B2D5-001DD8300006;2014-11-24 18:00:14.133;2016-07-30 03:19:28.020;2010-12-31 00:00:00.000;-227526.55;-315540.73;PCV;2012-01-02 00:00:00.000;186120.00;NULL;0.00;NULL;;NULL;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;NULL;NULL;NULL;NULL;NULL
174;2;805;708;Q ;2012-02-01 00:00:00.000;229558.14;2012-07-04 00:00:00.000;2;0;NULL;2012-02-14 00:00:00.000;2010-05-01 00:00:00.000;2010-11-30 00:00:00.000;1;2012-02-01 00:00:00.000;IGPM1     ;IGPM1     ;NULL;0.00;0;0.00;0.00;1;U;3F7544B9-C86E-E411-B2D5-001DD8300006;2014-11-24 18:00:14.170;2016-07-30 03:19:28.027;2010-12-31 00:00:00.000;-235839.74;-317327.42;REP;2012-08-21 00:00:00.000;141910.03;REP;0.00;2012-10-01 00:00:00.000;1E+12;2012-06-12 00:00:00.000;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;NULL;NULL;NULL;NULL;NULL
174;2;806;708;Q ;2009-09-01 00:00:00.000;153073.91;NULL;3;0;NULL;2009-09-30 00:00:00.000;2010-05-01 00:00:00.000;2010-11-30 00:00:00.000;NULL;2010-11-01 00:00:00.000;INCC1     ;IGPM1     ;NULL;0.00;0;0.00;0.00;1;U;447544B9-C86E-E411-B2D5-001DD8300006;2014-11-24 18:00:14.203;2016-07-30 03:19:28.033;2010-12-31 00:00:00.000;-187774.75;-268739.91;PCV;2011-05-31 00:00:00.000;164475.15;NULL;0.00;NULL;;NULL;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;NULL;NULL;NULL;NULL;NULL
174;2;807;708;Q ;2012-09-01 00:00:00.000;221885.08;2013-01-09 00:00:00.000;1;0;NULL;2012-09-14 00:00:00.000;2010-05-01 00:00:00.000;2010-11-30 00:00:00.000;1;2012-09-01 00:00:00.000;IGPM1     ;IGPM1     ;NULL;0.00;0;0.00;0.00;0;U;427544B9-C86E-E411-B2D5-001DD8300006;2014-11-24 18:00:14.240;2017-04-07 02:34:25.217;2010-12-31 00:00:00.000;-322305.66;-372512.73;PCV;2017-03-29 00:00:00.000;2384.63;NULL;0.00;NULL;;NULL;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0.00;0.00;0.00;2017-03-29 00:00:00.000;2013-01-23 00:00:00.000
174;2;808;708;Q ;2012-07-01 00:00:00.000;217484.67;2012-11-21 00:00:00.000;2;0;NULL;2012-07-24 00:00:00.000;2010-05-01 00:00:00.000;2010-11-30 00:00:00.000;1;2012-07-01 00:00:00.000;IGPM1     ;IGPM1     ;NULL;0.00;0;0.00;0.00;1;U;407544B9-C86E-E411-B2D5-001DD8300006;2014-11-24 18:00:14.280;2016-07-30 03:19:28.103;2010-12-31 00:00:00.000;-228226.97;-292853.19;REP;2013-02-20 00:00:00.000;198990.00;REP;0.00;2013-03-01 00:00:00.000;1E+12;2012-10-31 00:00:00.000;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;NULL;NULL;NULL;NULL;NULL
174;2;901;708;Q ;2009-09-01 00:00:00.000;140015.76;NULL;3;0;NULL;2009-09-30 00:00:00.000;2010-05-01 00:00:00.000;2010-11-30 00:00:00.000;NULL;2010-11-01 00:00:00.000;INCC1     ;IGPM1     ;NULL;0.00;0;0.00;0.00;1;U;457544B9-C86E-E411-B2D5-001DD8300006;2014-11-24 18:00:14.320;2016-07-30 03:19:28.110;2010-12-31 00:00:00.000;-180182.98;-260380.49;PCV;2011-07-04 00:00:00.000;1299.00;NULL;0.00;NULL;;NULL;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;NULL;NULL;NULL;NULL;NULL
174;2;902;708;Q ;2009-09-01 00:00:00.000;155823.41;2011-09-01 00:00:00.000;2;0;NULL;2009-09-30 00:00:00.000;2010-05-01 00:00:00.000;2010-11-30 00:00:00.000;NULL;2010-11-01 00:00:00.000;INCC1     ;IGPM1     ;NULL;0.00;0;0.00;0.00;1;U;497544B9-C86E-E411-B2D5-001DD8300006;2014-11-24 18:00:14.353;2016-07-30 03:19:28.120;2010-12-31 00:00:00.000;-178058.69;-256430.18;PCV;2011-09-05 00:00:00.000;43450.30;NULL;0.00;NULL;;NULL;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;NULL;NULL;NULL;NULL;NULL
174;2;903;708;Q ;2009-09-01 00:00:00.000;165179.41;NULL;3;0;NULL;2009-09-30 00:00:00.000;2010-05-01 00:00:00.000;2010-11-30 00:00:00.000;NULL;2010-11-01 00:00:00.000;INCC1     ;IGPM1     ;NULL;0.00;0;0.00;0.00;1;U;4B7544B9-C86E-E411-B2D5-001DD8300006;2014-11-24 18:00:14.387;2016-07-30 03:19:28.127;2010-12-31 00:00:00.000;-183139.39;-283812.82;PCV;2011-01-19 00:00:00.000;25803.52;NULL;0.00;NULL;;NULL;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;NULL;NULL;NULL;NULL;NULL
174;2;904;708;Q ;2009-09-01 00:00:00.000;114959.38;NULL;3;0;NULL;2009-09-30 00:00:00.000;2010-05-01 00:00:00.000;2010-11-30 00:00:00.000;NULL;2010-11-01 00:00:00.000;INCC1     ;IGPM1     ;NULL;0.00;0;0.00;0.00;1;U;467544B9-C86E-E411-B2D5-001DD8300006;2014-11-24 18:00:14.420;2016-07-30 03:19:28.133;2010-12-31 00:00:00.000;-114959.38;-181259.79;PCV;2009-09-30 00:00:00.000;114959.38;NULL;0.00;NULL;;NULL;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;NULL;NULL;NULL;NULL;NULL
174;2;905;708;Q ;2009-09-01 00:00:00.000;161164.91;NULL;3;0;NULL;2009-09-30 00:00:00.000;2010-05-01 00:00:00.000;2010-11-30 00:00:00.000;NULL;2010-11-01 00:00:00.000;INCC1     ;IGPM1     ;NULL;0.00;0;0.00;0.00;1;U;477544B9-C86E-E411-B2D5-001DD8300006;2014-11-24 18:00:14.453;2016-07-30 03:19:28.140;2010-12-31 00:00:00.000;-182994.62;-263736.06;PCV;2011-07-15 00:00:00.000;82327.16;NULL;0.00;NULL;;NULL;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;NULL;NULL;NULL;NULL;NULL
174;2;906;708;Q ;2009-09-01 00:00:00.000;158996.32;NULL;3;0;NULL;2009-09-30 00:00:00.000;2010-05-01 00:00:00.000;2010-11-30 00:00:00.000;NULL;2010-11-01 00:00:00.000;INCC1     ;IGPM1     ;NULL;0.00;0;0.00;0.00;1;U;4C7544B9-C86E-E411-B2D5-001DD8300006;2014-11-24 18:00:14.487;2016-07-30 03:19:28.147;2010-12-31 00:00:00.000;-180405.54;-261644.11;PCV;2011-04-07 00:00:00.000;65125.00;NULL;0.00;NULL;;NULL;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;NULL;NULL;NULL;NULL;NULL
174;2;907;708;Q ;2012-06-01 00:00:00.000;213533.34;2012-08-24 00:00:00.000;2;0;NULL;2012-06-30 00:00:00.000;2010-05-01 00:00:00.000;2010-11-30 00:00:00.000;1;2012-06-01 00:00:00.000;IGPM1     ;IGPM1     ;NULL;0.00;0;0.00;0.00;1;U;4A7544B9-C86E-E411-B2D5-001DD8300006;2014-11-24 18:00:14.520;2016-07-30 03:19:28.153;2010-12-31 00:00:00.000;-217152.52;-283466.92;REP;2012-10-17 00:00:00.000;166166.63;REP;0.00;2012-12-01 00:00:00.000;1E+12;2012-08-08 00:00:00.000;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;NULL;NULL;NULL;NULL;NULL
174;2;908;708;Q ;2009-09-01 00:00:00.000;155916.41;NULL;3;0;NULL;2009-09-30 00:00:00.000;2010-05-01 00:00:00.000;2010-11-30 00:00:00.000;NULL;2010-11-01 00:00:00.000;INCC1     ;IGPM1     ;NULL;0.00;0;0.00;0.00;1;U;487544B9-C86E-E411-B2D5-001DD8300006;2014-11-24 18:00:14.553;2016-07-30 03:19:28.160;2010-12-31 00:00:00.000;-177752.40;-260238.41;PCV;2011-02-21 00:00:00.000;144734.17;NULL;0.00;NULL;;NULL;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;NULL;NULL;NULL;NULL;NULL
174;2;1001;708;Q ;2009-09-01 00:00:00.000;158288.30;NULL;3;0;NULL;2009-09-30 00:00:00.000;2010-05-01 00:00:00.000;2010-11-30 00:00:00.000;NULL;2010-11-01 00:00:00.000;INCC1     ;IGPM1     ;NULL;0.00;0;0.00;0.00;1;U;4D7544B9-C86E-E411-B2D5-001DD8300006;2014-11-24 18:00:14.590;2016-07-30 03:19:28.170;2010-12-31 00:00:00.000;-182847.72;-263197.13;PCV;2011-05-27 00:00:00.000;149553.94;NULL;0.00;NULL;;NULL;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;NULL;NULL;NULL;NULL;NULL
174;2;1002;708;Q ;2009-09-01 00:00:00.000;136164.23;NULL;3;0;NULL;2009-09-30 00:00:00.000;2010-05-01 00:00:00.000;2010-11-30 00:00:00.000;NULL;2010-11-01 00:00:00.000;INCC1     ;IGPM1     ;NULL;0.00;0;0.00;0.00;1;U;507544B9-C86E-E411-B2D5-001DD8300006;2014-11-24 18:00:14.623;2016-07-30 03:19:28.177;2010-12-31 00:00:00.000;-167135.75;-252585.32;PCV;2010-06-01 00:00:00.000;140071.15;NULL;0.00;NULL;;NULL;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;NULL;NULL;NULL;NULL;NULL
174;2;1003;708;Q ;2011-11-01 00:00:00.000;221357.55;2012-05-04 00:00:00.000;2;0;NULL;2011-11-17 00:00:00.000;2010-05-01 00:00:00.000;2010-11-30 00:00:00.000;1;2011-11-01 00:00:00.000;IGPM1     ;IGPM1     ;NULL;0.00;0;0.00;0.00;1;U;527544B9-C86E-E411-B2D5-001DD8300006;2014-11-24 18:00:14.657;2016-07-30 03:19:28.183;2010-12-31 00:00:00.000;-229468.84;-312841.93;REP;2012-06-29 00:00:00.000;132420.00;REP;0.00;2012-09-01 00:00:00.000;1E+12;2012-04-20 00:00:00.000;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;NULL;NULL;NULL;NULL;NULL
